2025-08-06 11:40:12,564 - INFO - ====== WebDriver manager ======
2025-08-06 11:40:16,551 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:16,683 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:16,737 - INFO - There is no [win64] chromedriver "139.0.7258.66" for browser google-chrome "139.0.7258" in cache
2025-08-06 11:40:16,745 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:17,020 - INFO - WebDriver version 139.0.7258.66 selected
2025-08-06 11:40:17,035 - INFO - Modern chrome version https://storage.googleapis.com/chrome-for-testing-public/139.0.7258.66/win32/chromedriver-win32.zip
2025-08-06 11:40:17,037 - INFO - About to download new driver from https://storage.googleapis.com/chrome-for-testing-public/139.0.7258.66/win32/chromedriver-win32.zip
2025-08-06 11:40:17,101 - INFO - Driver downloading response is 200
2025-08-06 11:40:18,357 - INFO - Get LATEST chromedriver version for google-chrome
2025-08-06 11:40:21,294 - INFO - Driver has been saved in cache [C:\Users\Smith_Family7\.wdm\drivers\chromedriver\win64\139.0.7258.66]
2025-08-06 11:41:02,373 - INFO -    1. Add your JARVIS Pine Script to this chart
2025-08-06 11:41:02,377 - INFO -    2. Ensure EMA (12,26), RSI (14), MACD, and Bollinger Bands are visible
2025-08-06 13:27:58,331 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FD96A0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:28:06,476 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027281FD9040>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:28:10,525 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284055AE0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:28:14,655 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000272840558C0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:28:22,851 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284055590>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:28:26,928 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284055150>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:28:31,004 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284054F30>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:29:09,322 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284054C00>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:29:13,409 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000272840547C0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:29:17,457 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x00000272840545A0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:29:25,594 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284056140>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:29:29,661 - WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284056360>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:29:33,709 - WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284056580>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
2025-08-06 13:29:41,908 - WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000027284056AD0>: Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it')': /session/0b9ad5cd448532ef259984e50492ad8d/elements
